,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,GIS_ACRES,COMPLEX_NAME,Shape__Area,Shape__Length
3683,COCOS,2014-05-14 00:00:00+00:00,2014/05/23 00:00:00+00,14.0,1.0,1994.787,SAN DIEGO COMPLEX,11537865.03125,36214.623961863
3684,HIGHWAY,2014-05-14 00:00:00+00:00,2014/05/19 00:00:00+00,14.0,1.0,441.0284,SAN DIEGO COMPLEX,2562324.48828125,9908.164904983
3685,POINSETTIA,2014-05-14 00:00:00+00:00,2014/05/18 00:00:00+00,14.0,1.0,376.9402,,2180173.859375,18741.8980161147
3686,BERNARDO,2014-05-13 00:00:00+00:00,2014/05/18 00:00:00+00,2.0,1.0,1331.426,,7681597.78515625,28263.2520580479
3687,MIGUELITO,2014-05-13 00:00:00+00:00,2014/05/19 00:00:00+00,11.0,1.0,631.8137,,3784197.01953125,13185.6394405451
3688,MURPHY,2014-05-11 00:00:00+00:00,2014/05/11 00:00:00+00,14.0,8.0,0.09346852,,552.24609375,83.4108758443065
3689,PERIMERTER,2014-05-09 00:00:00+00:00,2014/05/09 00:00:00+00,5.0,1.0,9.584886,,64403.10546875,1475.84320674462
3690,JACUMBA,2014-05-05 00:00:00+00:00,2014/05/06 00:00:00+00,10.0,1.0,26.66445,,152682.71875,3082.63987716462
3691,VIEWPOINT,2014-05-03 00:00:00+00:00,2014/05/03 00:00:00+00,9.0,1.0,17.46472,,100397.7734375,1793.15043970501
3692,RIVER,2014-05-02 00:00:00+00:00,2014/05/12 00:00:00+00,9.0,1.0,16.00105,,116539.296875,1594.57006473912
3693,HOWARDS,2014-05-01 00:00:00+00:00,2014/06/04 00:00:00+00,6.0,1.0,44.96093,,324505.03125,2763.44495201148
3694,ETIWANDA,2014-04-30 00:00:00+00:00,,9.0,1.0,2141.841,,12692947.09375,26638.110814536
3695,SCHOOL,2014-04-30 00:00:00+00:00,2014/05/02 00:00:00+00,9.0,1.0,223.7797,,1350306.2109375,5970.82439186153
3696,TRANCAS,2014-04-30 00:00:00+00:00,2014/04/30 00:00:00+00,11.0,8.0,0.09346442,,552.20703125,83.4090523958561
3697,SAN LUCAS,2014-04-30 00:00:00+00:00,2014/05/02 00:00:00+00,18.0,1.0,55.33626,,343755.97265625,3631.26852683588
3698,BOTTLE,2014-04-29 00:00:00+00:00,2014/04/29 00:00:00+00,14.0,2.0,20.53575,,137553.7890625,1663.16396105485
3699,CALABASAS,2014-04-21 00:00:00+00:00,2014/04/21 00:00:00+00,14.0,8.0,0.1977677,,1171.515625,121.488680283092
3700,BRIDGES,2014-04-19 00:00:00+00:00,2014/04/27 00:00:00+00,14.0,1.0,113.4199,,728808.12890625,4528.18375809853
3701,SODA,2014-04-19 00:00:00+00:00,2014/05/09 00:00:00+00,5.0,1.0,10.93429,,78179.38671875,1241.25655550966
3702,ENCINAL,2014-03-19 00:00:00+00:00,2014/03/19 00:00:00+00,18.0,7.0,190.4012,,1199700.0703125,6309.78335982658
3703,PINE  FIRE,2014-03-15 00:00:00+00:00,2014/03/15 00:00:00+00,10.0,7.0,117.0455,,703412.28515625,4964.2452134967
3704,GUN,2014-03-08 00:00:00+00:00,2014/03/09 00:00:00+00,9.0,1.0,270.0748,,1551669.24609375,9492.63294146372
3705,MINE,2014-02-17 00:00:00+00:00,2014/02/17 00:00:00+00,9.0,1.0,19.09398,,112080.0859375,1534.40224718359
3706,BRISTOL,2014-02-05 00:00:00+00:00,2014/03/05 00:00:00+00,14.0,2.0,20.15676,,119703.16015625,2285.53161270425
3707,SYCAMORE,2014-01-29 00:00:00+00:00,2014/01/29 00:00:00+00,14.0,1.0,12.41273,,78819.890625,1434.31017240928
3708,LAKE,2014-01-25 00:00:00+00:00,2014/01/26 00:00:00+00,14.0,1.0,102.4423,,648613.8203125,4370.82544106186
3709,VIRGENES,2014-01-25 00:00:00+00:00,2014/01/25 00:00:00+00,14.0,8.0,0.2957758,,1752.08203125,171.113309972263
3710,BREWER,2014-01-22 00:00:00+00:00,2014/01/22 00:00:00+00,10.0,1.0,104.1804,,694951.63671875,4869.15357961778
3711,AFTON,2014-01-21 00:00:00+00:00,2014/01/23 00:00:00+00,14.0,1.0,17.01346,,115500.58984375,1667.96401921116
3712,COLBY,2014-01-16 00:00:00+00:00,2014/01/21 00:00:00+00,4.0,7.0,1951.893,,11564688.8554688,26912.3418284156
3713,PALISADES,2014-01-14 00:00:00+00:00,2014/01/14 00:00:00+00,14.0,8.0,3.024885,,17868.50390625,579.212081936034
3714,SKYVIEW,2014-01-14 00:00:00+00:00,2014/01/14 00:00:00+00,14.0,8.0,2.978585,,17624.9375,470.867424303445
3715,SODA,2014-01-13 00:00:00+00:00,2014/03/22 00:00:00+00,9.0,8.0,1423.232,,8866919.16015625,24864.3552969708
3716,TWITCHELL,2014-01-12 00:00:00+00:00,2014/01/12 00:00:00+00,11.0,1.0,21.94427,,132624.12109375,2479.13715644644
3717,TAPIA,2014-01-12 00:00:00+00:00,2014/01/12 00:00:00+00,14.0,8.0,0.09347441,,552.8046875,83.4537455528671
3718,BALD ROCK,2014-01-11 00:00:00+00:00,2014/02/10 00:00:00+00,9.0,1.0,13.86587,,89255.6640625,1678.44016241923
3719,BRIDGE,2014-01-04 00:00:00+00:00,2014/01/04 00:00:00+00,11.0,1.0,17.42052,,121955.6484375,1435.28925678441
3720,RED,2014-01-04 00:00:00+00:00,2014/01/08 00:00:00+00,5.0,1.0,332.1736,,2348724.56640625,11625.1858422416
3721,CAMPBELL,2014-01-02 00:00:00+00:00,2014/01/10 00:00:00+00,4.0,1.0,864.9468,,5982421.23046875,15942.1257544655
3722,REEDY,2014-01-02 00:00:00+00:00,2014/01/02 00:00:00+00,5.0,4.0,10.98303,,74238.30859375,1556.69850454663
3723,PIUMA,2014-01-01 00:00:00+00:00,2014/01/01 00:00:00+00,14.0,8.0,0.7918415,,4682.16796875,242.81576409375
3724,LOWRIDGE,2013-12-29 00:00:00+00:00,2013/12/29 00:00:00+00,14.0,1.0,12.89286,,76971.2578125,2046.10977391814
3725,HENRY,2013-12-18 00:00:00+00:00,2013/12/18 00:00:00+00,14.0,1.0,19.82545,,131538.57421875,2682.61210987732
3726,PFEIFFER,2013-12-16 00:00:00+00:00,2013/12/20 00:00:00+00,9.0,6.0,913.963,,5698435.140625,10666.7829691971
3727,HAPPY CAMP,2013-12-10 00:00:00+00:00,2013/12/10 00:00:00+00,11.0,1.0,44.73134,,265945.12890625,2557.79006392995
3728,DAM,2013-11-23 00:00:00+00:00,2013/11/24 00:00:00+00,14.0,2.0,22.64108,,151622.98828125,1606.83927734566
3729,HIGH GLADE,2013-11-23 00:00:00+00:00,2013/11/30 00:00:00+00,2.0,7.0,304.9261,,2059752.7421875,9182.26274664762
3730,MCCABE,2013-11-22 00:00:00+00:00,2013/11/27 00:00:00+00,14.0,2.0,3506.425,,23401590.3046875,44881.873268421
3731,RETECH,2013-11-22 00:00:00+00:00,2013/11/23 00:00:00+00,5.0,1.0,84.23232,,565786.23828125,3907.2912627587
3732,SILVERADO_2,2013-11-21 00:00:00+00:00,2013/11/23 00:00:00+00,14.0,1.0,187.2553,,1235357.359375,9496.88343078068
3733,WHEELER,2013-11-14 00:00:00+00:00,2013/11/14 00:00:00+00,2.0,1.0,22.4388,,133663.1171875,3466.05731632388
3734,LIEBRE,2013-11-12 00:00:00+00:00,2013/11/19 00:00:00+00,7.0,1.0,14.52183,,87177.859375,1442.05312129153
3735,KEN,2013-11-12 00:00:00+00:00,2013/11/12 00:00:00+00,9.0,1.0,5.235994,,31083.7890625,1478.88752736396
3736,THOMAS,2013-11-09 00:00:00+00:00,2013/11/09 00:00:00+00,10.0,1.0,27.81954,,162519.5703125,3209.07607419882
3737,CANTWELL,2013-11-08 00:00:00+00:00,2013/11/09 00:00:00+00,10.0,2.0,132.2902,,884722.86328125,3536.3021226376
3738,TORO,2013-11-08 00:00:00+00:00,2013/11/10 00:00:00+00,2.0,1.0,51.07315,,312277.7890625,2896.90079495729
3739,FLEA,2013-10-27 00:00:00+00:00,2013/11/27 00:00:00+00,1.0,1.0,39.54399,,271356.36328125,4558.34759407359
3740,OAT,2013-10-26 00:00:00+00:00,2013/10/26 00:00:00+00,14.0,6.0,0.5135471,,3417.32421875,240.246391280775
3741,COAST,2013-10-20 00:00:00+00:00,2013/10/21 00:00:00+00,3.0,1.0,3.211156,,20971.73046875,998.667680027484
3742,MCGALL,2013-10-12 00:00:00+00:00,2013/10/12 00:00:00+00,2.0,5.0,13.9834,,93875.26171875,1418.27655350063
3743,JACKS,2013-10-05 00:00:00+00:00,2013/10/05 00:00:00+00,14.0,1.0,7.346939,,44530.0625,1208.20266635219
3744,CLARITA,2013-10-05 00:00:00+00:00,2013/10/05 00:00:00+00,14.0,1.0,6.421675,,38205.94921875,2358.12597247533
3745,DELUZ,2013-10-05 00:00:00+00:00,2013/10/14 00:00:00+00,14.0,8.0,2229.46,,12969068.7460938,23821.65945147
3746,SUMMIT,2013-10-04 00:00:00+00:00,2013/10/05 00:00:00+00,9.0,1.0,268.4904,,1823626.95703125,10232.5333555591
3747,CRANE,2013-10-04 00:00:00+00:00,2013/10/05 00:00:00+00,14.0,2.0,158.9431,,1047272.6953125,4802.13532500682
3748,ROSA,2013-10-04 00:00:00+00:00,2013/10/04 00:00:00+00,2.0,1.0,24.74532,,145234.91015625,1990.01846668898
3749,GADDY,2013-10-03 00:00:00+00:00,2013/10/04 00:00:00+00,14.0,2.0,17.72634,,118911.734375,1739.93944849941
3750,PUTAH,2013-10-03 00:00:00+00:00,2013/10/04 00:00:00+00,14.0,1.0,303.9268,,2020142.41796875,9547.2512379843
3751,HIGHLAND,2013-09-28 00:00:00+00:00,2013/09/29 00:00:00+00,14.0,2.0,98.82275,,661745.265625,4201.86391387831
3752,BOHAN,2013-09-25 00:00:00+00:00,2013/09/25 00:00:00+00,11.0,2.0,7.909993,,52388.875,932.517154041666
3753,CREEK,2013-09-24 00:00:00+00:00,2013/09/24 00:00:00+00,11.0,1.0,94.40611,,576882.6328125,5652.94571631443
3754,VALLEY 2,2013-09-24 00:00:00+00:00,2013/09/28 00:00:00+00,14.0,1.0,58.84497,,338125.41015625,3136.07558153627
3755,SIERRA,2013-09-24 00:00:00+00:00,2013/09/24 00:00:00+00,9.0,7.0,123.3818,,731934.69140625,7013.61991867989
3756,MADRE,2013-09-23 00:00:00+00:00,2013/09/27 00:00:00+00,5.0,7.0,209.502,,1241493.78125,5678.74580091579
3757,KEM,2013-09-22 00:00:00+00:00,2013/09/22 00:00:00+00,14.0,1.0,4.498317,,27602.7265625,841.731883308181
3758,MCSWAIN,2013-09-21 00:00:00+00:00,2013/10/18 00:00:00+00,1.0,1.0,0.07934421,,515.42578125,81.4211307334521
3759,LINE,2013-09-21 00:00:00+00:00,2013/10/18 00:00:00+00,1.0,1.0,0.07933598,,515.4453125,81.424426383078
3760,RICHARDSON,2013-09-21 00:00:00+00:00,2013/10/18 00:00:00+00,1.0,1.0,0.07906692,,517.1484375,81.5829476632804
3761,CANYON,2013-09-21 00:00:00+00:00,2013/09/21 00:00:00+00,9.0,1.0,21.94959,,131062.3984375,2131.15663683913
3762,SANCTUARY,2013-09-20 00:00:00+00:00,2013/09/24 00:00:00+00,9.0,1.0,24.56812,,146601.42578125,1932.73434187426
3763,VIRGENES,2013-09-18 00:00:00+00:00,2013/09/19 00:00:00+00,14.0,6.0,3.633029,,21500.41015625,697.3402177885
3764,CANYON,2013-09-13 00:00:00+00:00,2013/09/13 00:00:00+00,14.0,1.0,12.73037,,75364.5859375,2053.29366976042
3765,MCDANIEL,2013-09-12 00:00:00+00:00,2013/09/12 00:00:00+00,3.0,1.0,9.204685,,62082.60546875,1106.28140903722
3766,WILLOW CREEK,2013-09-11 00:00:00+00:00,2013/10/28 00:00:00+00,1.0,1.0,0.09664457,,605.4296875,138.967767058367
3767,LIVE OAK,2013-09-11 00:00:00+00:00,2013/09/11 00:00:00+00,14.0,1.0,72.77747,,429617.19921875,2597.22976384003
3768,GREEN,2013-09-11 00:00:00+00:00,2013/09/12 00:00:00+00,1.0,1.0,61.28841,,441849.64453125,3859.3894352433
3769,LOGAN,2013-09-10 00:00:00+00:00,2013/09/18 00:00:00+00,9.0,1.0,23.00315,,161909.9765625,2150.48067616987
3770,GRASS VALLEY,2013-09-10 00:00:00+00:00,2013/09/10 00:00:00+00,14.0,6.0,254.6736,BEALE AFB COMPLEX,1713957.11328125,5399.84429096086
3771,BUNNELL,2013-09-10 00:00:00+00:00,2013/09/16 00:00:00+00,1.0,1.0,0.07944366,,514.87109375,81.3715248184438
3772,AGER,2013-09-10 00:00:00+00:00,2013/09/10 00:00:00+00,2.0,1.0,7.327134,,53505.2734375,1299.98293118469
3773,RIVER,2013-09-10 00:00:00+00:00,2013/09/12 00:00:00+00,9.0,8.0,439.6849,,2688876.95703125,6824.3639791503
3774,PORCUPINE,2013-09-10 00:00:00+00:00,2013/09/18 00:00:00+00,1.0,1.0,0.07934793,,515.43359375,81.4225424768374
3775,CLOVER,2013-09-09 00:00:00+00:00,2013/09/15 00:00:00+00,7.0,7.0,8075.774,,56508890.3359375,45335.9226587524
3776,LYON,2013-09-09 00:00:00+00:00,2013/09/12 00:00:00+00,9.0,1.0,263.2317,,1508954.69140625,7313.507619232
3777,MARPLE,2013-09-08 00:00:00+00:00,2013/09/08 00:00:00+00,3.0,1.0,6.544206,,39124.3046875,967.735141330471
3778,ANGORA,2013-09-08 00:00:00+00:00,2013/09/20 00:00:00+00,1.0,3.0,179.3931,,1118899.99609375,8460.5332723696
3779,MORGAN,2013-09-08 00:00:00+00:00,2013/09/16 00:00:00+00,9.0,1.0,3107.727,,20222127.4375,23760.1952795266
3780,GULCH,2013-09-07 00:00:00+00:00,2013/09/09 00:00:00+00,9.0,6.0,5.024302,,30050.859375,637.781914577547
3781,RED,2013-09-06 00:00:00+00:00,2013/09/07 00:00:00+00,1.0,1.0,12.95418,,75024.3984375,1024.5570973488
3782,RAIL,2013-09-05 00:00:00+00:00,2013/09/07 00:00:00+00,2.0,1.0,67.92242,,491520.08203125,4244.94377677947
3783,DAVIS,2013-09-05 00:00:00+00:00,2013/09/06 00:00:00+00,9.0,1.0,97.09415,DAVIS COMPLEX,706587.2578125,7194.46527266944
3784,CACTUS,2013-09-04 00:00:00+00:00,2013/09/04 00:00:00+00,11.0,1.0,17.30028,,101335.66015625,1571.53688449528
3785,LA POSTA 2,2013-09-02 00:00:00+00:00,2013/09/02 00:00:00+00,1.0,1.0,13.75034,,78894.93359375,1390.63859502997
3786,CENTERVILLE,2013-08-31 00:00:00+00:00,2013/09/01 00:00:00+00,9.0,1.0,54.39125,,373469.66015625,3516.64240734688
3787,TYLER,2013-08-31 00:00:00+00:00,2013/08/31 00:00:00+00,14.0,1.0,47.90649,,324488.984375,3385.47445561916
3788,LAKESHORE,2013-08-30 00:00:00+00:00,2013/08/30 00:00:00+00,14.0,1.0,6.735321,,45164.55859375,859.2214083661
3789,SHORELINE,2013-08-30 00:00:00+00:00,2013/08/30 00:00:00+00,11.0,1.0,2.539962,,16601.109375,714.634797036232
3790,SHOOTING,2013-08-27 00:00:00+00:00,2013/08/27 00:00:00+00,2.0,8.0,10.215,,60525.33984375,1410.6480495797
3791,LITTLE,2013-08-24 00:00:00+00:00,2013/08/29 00:00:00+00,9.0,1.0,95.79614,,560836.47265625,5522.97083744585
3792,WOLF,2013-08-24 00:00:00+00:00,2013/08/25 00:00:00+00,10.0,1.0,40.36841,,255800.2109375,3391.98610804962
3793,SULPHUR,2013-08-24 00:00:00+00:00,2013/08/25 00:00:00+00,11.0,2.0,19.8916,,133488.3984375,1756.09859682081
3794,DEER,2013-08-23 00:00:00+00:00,2013/08/29 00:00:00+00,9.0,7.0,11428.75,,79081221.0429688,48992.7104671442
3795,FISH,2013-08-23 00:00:00+00:00,2013/09/20 00:00:00+00,1.0,3.0,2049.495,,12771694.9726562,30071.5183220512
3796,WINDY PEAK,2013-08-23 00:00:00+00:00,2013/11/07 00:00:00+00,1.0,1.0,681.3786,,4331151.6796875,10982.3994433333
3797,WHITTEMORE,2013-08-21 00:00:00+00:00,2013/08/22 00:00:00+00,1.0,1.0,51.76894,,374943.40234375,3949.80003970027
3798,WILLIAMS,2013-08-21 00:00:00+00:00,2013/08/21 00:00:00+00,14.0,1.0,20.74544,,127513.5625,1580.59024925967
3799,HARDEN,2013-08-20 00:00:00+00:00,2013/08/21 00:00:00+00,1.0,1.0,0.07927231,,515.828125,81.4619318235081
3800,LAKE,2013-08-20 00:00:00+00:00,2013/08/23 00:00:00+00,1.0,1.0,0.0793656,,515.37109375,81.4175834657153
3801,PATE,2013-08-20 00:00:00+00:00,2013/08/23 00:00:00+00,1.0,1.0,0.0792402,,516.04296875,81.4820903606808
3802,GLADDING,2013-08-19 00:00:00+00:00,2013/08/19 00:00:00+00,9.0,1.0,17.1972,,115101.3125,1613.17731334097
3803,GOBBLERS,2013-08-19 00:00:00+00:00,2013/10/29 00:00:00+00,1.0,2.0,406.6946,,2417877.43359375,8712.39057563662
3804,MURKEN,2013-08-19 00:00:00+00:00,2013/08/22 00:00:00+00,1.0,1.0,78.94888,,559252.80078125,3803.52340352073
3805,BALD,2013-08-19 00:00:00+00:00,2013/08/20 00:00:00+00,9.0,6.0,63.62325,,394405.609375,4228.73103005568
3806,CANYON,2013-08-19 00:00:00+00:00,2013/08/19 00:00:00+00,14.0,6.0,1.532762,,9078.63671875,376.634377410024
3807,RIO,2013-08-19 00:00:00+00:00,2013/08/19 00:00:00+00,14.0,1.0,2.898416,,17790.24609375,679.453120372088
3808, ,2013-08-19 00:00:00+00:00,2013/08/19 00:00:00+00,14.0,1.0,17.52763,,107077.9140625,1729.32937747844
3809,WARNER 1-1,2013-08-19 00:00:00+00:00,2013/08/27 00:00:00+00,1.0,1.0,182.4396,,1299312.17578125,4936.99574725489
3810,KEDDIE,2013-08-18 00:00:00+00:00,2013/09/09 00:00:00+00,1.0,3.0,20.06105,HOUGH COMPLEX,139207.2734375,2095.08855396825
3811,HUNT,2013-08-18 00:00:00+00:00,2013/09/06 00:00:00+00,1.0,8.0,20.3914,HOUGH COMPLEX,141274.9453125,1954.88378003674
3812,JOHNSON,2013-08-18 00:00:00+00:00,2013/11/04 00:00:00+00,1.0,8.0,90.90901,HOUGH COMPLEX,629062.1328125,4715.13828791435
3813,HOUGH COMPLEX,2013-08-18 00:00:00+00:00,2013/11/04 00:00:00+00,1.0,8.0,21.56635,HOUGH COMPLEX,149237.484375,3245.93213200722
3814,SHIRLEY,2013-08-18 00:00:00+00:00,2013/08/19 00:00:00+00,1.0,3.0,378.6183,,2328681.95703125,13347.1698872544
3815,TENANT,2013-08-18 00:00:00+00:00,2013/08/19 00:00:00+00,1.0,3.0,411.8869,,2522976.328125,6899.17019361378
3816,CHAGOOPA,2013-08-18 00:00:00+00:00,2013/10/28 00:00:00+00,1.0,6.0,62.14532,,389543.78515625,3390.65581281315
3817,TIGER,2013-08-18 00:00:00+00:00,2013/08/20 00:00:00+00,1.0,1.0,16.32401,,108040.81640625,1503.71461028059
3818,RIDGE/HEIGHTS,2013-08-18 00:00:00+00:00,2013/11/04 00:00:00+00,1.0,3.0,335.9537,HOUGH COMPLEX,2323939.5625,9575.58606715942
3819,SPRING PEAK,2013-08-18 00:00:00+00:00,2013/08/27 00:00:00+00,1.0,8.0,14267.09,,93756761.015625,64610.160831295
3820,OLD,2013-08-18 00:00:00+00:00,2013/08/21 00:00:00+00,10.0,1.0,161.9402,,959319.640625,4798.66419493022
3821,CLEGHORN,2013-08-17 00:00:00+00:00,2013/08/17 00:00:00+00,2.0,6.0,98.36967,,584795.625,5545.82752056693
3822,BRIDGE,2013-08-17 00:00:00+00:00,2013/08/17 00:00:00+00,14.0,1.0,46.3307,,302937.515625,3658.7287082879
3823,RIM,2013-08-17 00:00:00+00:00,2013/10/24 00:00:00+00,4.0,7.0,256175.5,,1667948766.79688,432168.678063784
3824,DOUBLE,2013-08-16 00:00:00+00:00,2013/08/17 00:00:00+00,10.0,2.0,64.27366,,431494.0859375,2829.84935356942
3825,COTTONWOOD,2013-08-15 00:00:00+00:00,2013/08/15 00:00:00+00,2.0,1.0,49.51719,,362239.3671875,4255.07827132247
3826,BROWN,2013-08-15 00:00:00+00:00,2013/08/15 00:00:00+00,2.0,2.0,14.90101,,103745.4453125,1651.94812387612
3827,BALDY,2013-08-13 00:00:00+00:00,2013/08/19 00:00:00+00,14.0,1.0,3.692795,,26404.140625,853.29653974707
3828,EAGLE,2013-08-13 00:00:00+00:00,2013/08/14 00:00:00+00,14.0,1.0,0.07940335,,515.0390625,81.387929112388
3829,EVANS,2013-08-13 00:00:00+00:00,2013/08/25 00:00:00+00,1.0,3.0,0.7553352,HOUGH COMPLEX,5242.75390625,381.613019041311
3830,MERCED LAKE,2013-08-12 00:00:00+00:00,2013/08/13 00:00:00+00,14.0,1.0,0.07943822,,514.93359375,81.3766700659974
3831, ,2013-08-11 00:00:00+00:00,2013/08/11 00:00:00+00,14.0,1.0,3.555042,,21606.2421875,645.731727456995
3832,SIERRA,2013-08-10 00:00:00+00:00,2013/08/10 00:00:00+00,6.0,6.0,23.57369,,157568.90234375,4496.12065457699
3833,CORRAL,2013-08-10 00:00:00+00:00,2013/10/02 00:00:00+00,1.0,3.0,12541.42,CORRAL COMPLEX,89271126.6289062,132983.896229907
3834,AMERICAN,2013-08-10 00:00:00+00:00,2013/10/08 00:00:00+00,9.0,7.0,27430.52,,184785600.195312,81139.6744424946
3835,GRIZZLY,2013-08-09 00:00:00+00:00,2013/08/16 00:00:00+00,1.0,1.0,23.21056,,161468.8359375,1973.72219324597
3836,BEE,2013-08-09 00:00:00+00:00,2013/08/09 00:00:00+00,9.0,1.0,206.0807,,1232954.25,7356.67239823366
3837,CROCKETT,2013-08-09 00:00:00+00:00,2013/08/11 00:00:00+00,1.0,7.0,6.887073,,46746.40234375,1033.54618542182
3838,PICNIC,2013-08-08 00:00:00+00:00,2013/08/08 00:00:00+00,4.0,1.0,0.07944155,,514.796875,81.3633388797844
3839,SHARP,2013-08-08 00:00:00+00:00,2013/08/13 00:00:00+00,7.0,7.0,245.4933,,1460644.828125,6512.94108401532
3840,OKLAHOMA,2013-08-07 00:00:00+00:00,2013/08/08 00:00:00+00,1.0,1.0,10.79402,,78921.67578125,2871.7952730826
3841,INDIAN,2013-08-07 00:00:00+00:00,2013/08/08 00:00:00+00,14.0,2.0,35.77302,,241122.62109375,2232.05761343037
3842,SILVER,2013-08-07 00:00:00+00:00,2013/08/13 00:00:00+00,14.0,7.0,20308.45,,119546073.472656,98489.4752809442
3843,TRAM,2013-08-06 00:00:00+00:00,2013/08/07 00:00:00+00,2.0,6.0,59.22004,,348230.5,2802.66786099199
3844,SWEDES,2013-08-06 00:00:00+00:00,2013/08/22 00:00:00+00,2.0,1.0,2462.24,,16740069.9023438,20013.1391885868
3845,FALLS,2013-08-05 00:00:00+00:00,2013/08/14 00:00:00+00,9.0,2.0,1384.327,,8103325.42578125,20543.7756302403
3846,POWER,2013-08-05 00:00:00+00:00,2013/08/18 00:00:00+00,4.0,7.0,1075.877,,7071257.76953125,17255.3246873718
3847,SYCAMORE,2013-08-04 00:00:00+00:00,2013/08/04 00:00:00+00,8.0,7.0,14.96562,,93335.42578125,1760.064764812
3848,WOOD,2013-08-04 00:00:00+00:00,2013/08/04 00:00:00+00,9.0,1.0,13.2623,,78759.92578125,2452.0410358921
3849,RELAY,2013-08-04 00:00:00+00:00,2013/08/04 00:00:00+00,14.0,1.0,67.45936,,397356.703125,3321.38275919938
3850,VOLCANO,2013-08-03 00:00:00+00:00,2013/08/04 00:00:00+00,9.0,1.0,10.93474,,73333.5,1320.20446855867
3851,RUTH HILL,2013-08-03 00:00:00+00:00,2013/08/04 00:00:00+00,14.0,1.0,101.2849,,639403.12890625,3536.59373596166
3852,BALTIC,2013-08-03 00:00:00+00:00,2013/08/05 00:00:00+00,14.0,1.0,14.92882,,99324.41015625,1626.91119234328
3853,RAISIN,2013-08-01 00:00:00+00:00,2013/08/02 00:00:00+00,4.0,1.0,0.07931699,,515.671875,81.4456826885687
3854,BRANCH,2013-08-01 00:00:00+00:00,2013/08/10 00:00:00+00,9.0,6.0,69.25648,,473551.61328125,3802.79884370018
3855,TROUT,2013-07-31 00:00:00+00:00,2013/07/31 00:00:00+00,1.0,1.0,44.57877,,323771.671875,2492.1879531768
3856,BUTLER,2013-07-31 00:00:00+00:00,2013/10/01 00:00:00+00,7.0,3.0,22444.86,FORK COMPLEX,160953802.972656,144909.357672114
3857,SALMON COMPLEX,2013-07-31 00:00:00+00:00,2013/08/25 00:00:00+00,7.0,7.0,14785.88,FORK COMPLEX,106172732.605469,89990.9712690535
3858,SIESTA,2013-07-31 00:00:00+00:00,2013/08/01 00:00:00+00,14.0,1.0,0.07930743,,515.62109375,81.4411758491251
3859,GABRIEL,2013-07-30 00:00:00+00:00,2013/08/18 00:00:00+00,2.0,6.0,3.933502,,23348.671875,616.514824146337
3860,PIONEER,2013-07-30 00:00:00+00:00,2013/07/30 00:00:00+00,2.0,1.0,0.1090613,,795.08203125,202.902869263054
3861,DANCE,2013-07-29 00:00:00+00:00,2013/08/02 00:00:00+00,7.0,1.0,576.6869,,4139115.0,14325.417395407
3862,MIGUEL,2013-07-29 00:00:00+00:00,2013/07/29 00:00:00+00,14.0,1.0,44.05412,,252351.63671875,2742.41059249595
3863,CREEK,2013-07-27 00:00:00+00:00,2013/07/28 00:00:00+00,1.0,1.0,10.52909,,77081.26953125,1391.72807840817
3864,LITTLE,2013-07-26 00:00:00+00:00,2013/07/31 00:00:00+00,1.0,7.0,8.567074,,61265.234375,975.128003484475
3865,GIRARD,2013-07-26 00:00:00+00:00,2013/08/15 00:00:00+00,1.0,1.0,5.95861,,42581.01171875,1086.33434660376
3866,LAKEVILLE,2013-07-26 00:00:00+00:00,2013/07/27 00:00:00+00,2.0,2.0,177.8443,,1166756.0078125,8412.06420854434
3867,RODGERS,2013-07-25 00:00:00+00:00,2013/10/18 00:00:00+00,1.0,1.0,0.07918327,,516.50390625,81.522949379434
3868,CORRAL,2013-07-24 00:00:00+00:00,2013/08/24 00:00:00+00,1.0,7.0,14.3679,,101198.5546875,1293.04028395116
3869,HOCKETT FIRE,2013-07-23 00:00:00+00:00,2013/11/07 00:00:00+00,1.0,1.0,48.82448,,305413.59375,3912.29611500687
3870,WATER,2013-07-23 00:00:00+00:00,2013/07/23 00:00:00+00,14.0,1.0,612.6207,,3693875.578125,10893.063965276
3871,CANE,2013-07-23 00:00:00+00:00,2013/07/23 00:00:00+00,1.0,6.0,19.64708,,121091.22265625,2153.57552552351
3872,PRATT,2013-07-23 00:00:00+00:00,2013/07/23 00:00:00+00,10.0,5.0,41.20865,,276360.0859375,2473.15767535665
3873,SKAGWAY FIRE,2013-07-22 00:00:00+00:00,2013/09/20 00:00:00+00,1.0,1.0,0.1801186,,1133.62109375,192.920399483523
3874,ASPEN,2013-07-22 00:00:00+00:00,2013/09/08 00:00:00+00,1.0,2.0,22937.52,,146988394.238281,95975.0236432834
3875,SNOW PEAK,2013-07-20 00:00:00+00:00,2013/10/18 00:00:00+00,1.0,1.0,0.07901904,,517.52734375,81.6180439148946
3876,GREY,2013-07-19 00:00:00+00:00,2013/09/19 00:00:00+00,14.0,1.0,12.05707,,71461.1640625,1068.23491913784
3877,HEACOCK,2013-07-19 00:00:00+00:00,2013/07/19 00:00:00+00,14.0,5.0,40.5702,,239251.3203125,2149.64433711545
3878,RANCHO,2013-07-18 00:00:00+00:00,2013/07/22 00:00:00+00,3.0,1.0,712.046,,4291750.02734375,9783.82850154806
